1358799433.825932,0
1358799433.938597,16
1358799434.049879,18
1358799434.161206,20
1358799434.272895,19
1358799434.384232,16
1358799434.495727,13
1358799434.607114,16
1358799434.718363,17
1358799434.830332,17
1358799434.941901,19
1358799435.053206,20
1358799435.164962,20
1358799435.276389,20
1358799435.387764,17
1358799435.499314,12
1358799435.611230,11
1358799435.723489,12
1358799435.835533,13
1358799435.946893,15
1358799436.058194,18
1358799436.169344,19
1358799436.280655,20
1358799436.392228,20
1358799436.503948,20
1358799436.615213,19
1358799436.726530,18
1358799436.837743,14
1358799436.948895,18
1358799437.060122,17
1358799437.171302,18
1358799437.282437,18
1358799437.393794,19
1358799437.504924,19
1358799437.616258,20
1358799437.727498,18
1358799437.838687,19
1358799437.949986,18
1358799438.061094,19
1358799438.172278,20
1358799438.283459,20
1358799438.394745,18
1358799438.505977,18
1358799438.617175,18
1358799438.728469,13
1358799438.839676,15
1358799438.950854,13
1358799439.062038,15
1358799439.173416,17
1358799439.285151,17
1358799439.396581,18
1358799439.508169,18
1358799439.620342,20
1358799439.731573,20
1358799439.842974,19
1358799439.954190,18
1358799440.065445,20
1358799440.177537,16
1358799440.288811,10
1358799440.400085,9
1358799440.511280,9
1358799440.622582,10
1358799440.733822,11
1358799440.845023,12
1358799440.957031,13
1358799441.068364,13
1358799441.179709,14
1358799441.290985,16
1358799441.402193,16
1358799441.513415,17
1358799441.624626,17
1358799441.735914,18
1358799441.847141,18
1358799441.958382,19
1358799442.069509,19
1358799442.180748,19
1358799442.291993,19
1358799442.403299,20
1358799442.514640,19
1358799442.625832,20
1358799442.737110,20
1358799442.848360,19
1358799442.959549,15
1358799443.070715,14
1358799443.182025,12
1358799443.293293,14
1358799443.404571,15
1358799443.515930,14
1358799443.627299,15
1358799443.738426,16
1358799443.849569,16
1358799443.960924,18
1358799444.072143,18
1358799444.183257,19
1358799444.294474,19
1358799444.405628,19
1358799444.516822,19
1358799444.628081,19
1358799444.739275,20
1358799444.850513,20
1358799444.961722,19
1358799445.072871,20
1358799445.184493,13
1358799445.295719,4
1358799445.407153,13
1358799445.518533,20
1358799445.629809,19
1358799445.741087,20
1358799445.852337,20
1358799445.963640,16
1358799446.074949,11
1358799446.186355,13
1358799446.297633,15
1358799446.409303,16
1358799446.521749,16
1358799446.633769,17
1358799446.745078,18
