1358799642.828132,0
1358799642.940041,16
1358799643.051661,19
1358799643.163274,26
1358799643.275087,30
1358799643.386834,35
1358799643.498233,41
1358799643.609847,45
1358799643.721238,40
1358799643.832494,47
1358799643.943979,54
1358799644.055312,48
1358799644.166577,58
1358799644.277849,50
1358799644.389328,67
1358799644.500629,60
1358799644.611984,73
1358799644.723179,65
1358799644.834426,79
1358799644.945591,71
1358799645.056858,87
1358799645.168390,88
1358799645.279714,80
1358799645.390944,98
1358799645.502557,90
1358799645.614790,82
1358799645.726380,96
1358799645.838831,88
1358799645.950647,80
1358799646.062500,99
1358799646.175168,98
1358799646.286629,89
1358799646.397850,81
1358799646.509609,100
1358799646.621720,90
1358799646.733136,81
1358799646.845241,75
1358799646.956870,68
1358799647.068190,60
1358799647.179498,59
1358799647.290817,58
1358799647.402094,47
1358799647.513278,39
1358799647.624501,36
1358799647.735832,52
1358799647.846939,51
1358799647.958164,51
1358799648.069341,53
1358799648.180619,54
1358799648.291926,54
1358799648.403707,58
1358799648.514900,59
1358799648.626101,58
1358799648.737341,58
1358799648.848587,58
1358799648.959704,58
1358799649.070930,56
1358799649.182068,58
1358799649.293326,58
1358799649.404447,58
1358799649.515663,58
1358799649.626876,59
1358799649.738096,59
1358799649.849374,60
1358799649.960684,61
1358799650.071943,60
1358799650.183586,59
1358799650.294975,59
1358799650.406221,59
1358799650.517428,60
1358799650.628683,60
1358799650.739923,62
1358799650.851075,62
1358799650.962271,63
1358799651.073637,62
1358799651.184877,63
1358799651.296104,64
1358799651.407403,63
1358799651.518761,64
1358799651.629977,65
1358799651.741410,63
1358799651.852666,64
1358799651.963823,64
1358799652.075026,65
1358799652.186238,63
1358799652.297483,55
1358799652.409037,54
1358799652.520299,54
1358799652.631601,55
1358799652.742773,54
1358799652.853977,53
1358799652.965189,50
1358799653.076485,50
1358799653.187848,52
1358799653.299155,52
1358799653.410388,52
1358799653.521645,52
1358799653.632884,52
1358799653.744072,53
1358799653.855432,52
1358799653.966665,52
1358799654.077878,52
1358799654.189207,53
1358799654.300436,54
1358799654.411878,54
1358799654.523068,54
1358799654.634344,54
1358799654.745610,54
1358799654.856835,54
1358799654.968128,55
1358799655.079363,55
1358799655.190855,54
1358799655.302366,55
1358799655.413631,54
1358799655.524909,56
1358799655.636244,56
1358799655.747518,56
1358799655.859088,56
1358799655.970570,56
1358799656.081763,56
1358799656.193051,57
1358799656.304267,57
1358799656.415460,57
1358799656.526633,57
1358799656.638050,56
1358799656.749299,56
1358799656.860669,57
1358799656.971961,58
1358799657.083163,58
1358799657.194703,58
1358799657.306417,58
1358799657.417941,60
1358799657.529248,60
1358799657.640482,60
1358799657.751800,60
1358799657.863061,61
1358799657.974334,60
1358799658.085566,67
1358799658.196935,68
1358799658.308152,68
1358799658.419487,67
1358799658.530952,67
1358799658.642286,67
1358799658.753458,72
1358799658.864739,73
1358799658.975907,74
1358799659.087328,74
1358799659.198666,73
1358799659.309832,73
1358799659.421087,74
1358799659.532373,73
1358799659.643711,74
1358799659.755123,74
1358799659.866515,74
1358799659.977866,74
1358799660.089276,73
1358799660.201675,76
1358799660.313276,74
1358799660.425801,74
1358799660.537131,75
1358799660.648349,75
1358799660.759780,74
1358799660.871295,75
1358799660.982770,74
1358799661.094206,78
1358799661.205505,77
1358799661.316956,78
1358799661.429238,77
1358799661.542004,78
1358799661.655902,78
1358799661.768377,78
1358799661.880701,78
1358799661.993700,78
1358799662.107634,77
1358799662.220899,79
1358799662.333227,79
1358799662.445733,79
1358799662.558708,80
1358799662.671704,80
1358799662.784621,82
1358799662.896087,80
1358799663.007242,80
1358799663.118527,81
1358799663.229843,80
1358799663.341164,80
1358799663.452803,81
1358799663.564534,82
1358799663.676348,82
1358799663.787908,82
1358799663.899501,82
1358799664.010844,82
1358799664.122219,83
1358799664.233574,83
1358799664.344891,81
1358799664.456127,85
1358799664.567582,85
1358799664.678855,85
1358799664.790081,84
1358799664.901326,85
1358799665.012882,83
1358799665.124924,84
1358799665.237581,85
1358799665.348895,84
1358799665.460641,84
1358799665.572162,86
1358799665.683560,87
1358799665.795465,86
1358799665.906964,86
1358799666.018210,87
1358799666.129444,86
1358799666.241098,87
1358799666.352430,86
1358799666.463724,81
1358799666.575074,78
1358799666.686332,79
1358799666.797495,78
1358799666.908723,79
1358799667.020277,78
1358799667.131625,79
1358799667.242952,77
1358799667.354289,73
1358799667.465505,72
1358799667.576874,73
1358799667.688075,72
1358799667.799353,72
1358799667.910603,71
1358799668.021902,72
1358799668.133131,69
1358799668.244624,71
1358799668.356346,70
1358799668.467776,71
1358799668.579046,69
1358799668.690421,70
1358799668.801827,69
1358799668.913104,71
1358799669.024635,71
1358799669.135943,70
1358799669.247215,72
1358799669.358508,71
1358799669.469927,72
1358799669.581228,71
1358799669.692522,72
1358799669.803740,71
1358799669.914886,72
1358799670.026154,70
1358799670.137500,70
1358799670.249234,70
1358799670.360576,71
1358799670.471971,73
1358799670.583515,72
1358799670.694896,73
1358799670.806198,72
1358799670.917576,73
1358799671.028919,71
1358799671.140215,73
1358799671.251519,72
1358799671.362937,71
1358799671.474243,71
1358799671.585606,72
1358799671.697137,73
1358799671.808603,72
1358799671.920393,73
1358799672.032108,73
1358799672.143512,74
1358799672.254831,73
1358799672.366230,74
1358799672.478479,73
1358799672.589791,74
1358799672.701131,75
1358799672.812388,74
1358799672.923772,75
1358799673.034955,74
1358799673.146344,75
1358799673.257544,80
1358799673.368827,81
1358799673.480038,79
1358799673.591242,81
1358799673.702429,81
1358799673.813599,82
1358799673.924809,81
1358799674.036115,86
1358799674.147383,86
1358799674.258743,87
1358799674.370120,85
1358799674.481518,86
1358799674.592713,85
1358799674.704131,86
1358799674.815408,86
1358799674.926618,86
1358799675.037754,86
1358799675.149105,86
1358799675.260473,87
1358799675.371765,85
1358799675.483065,86
1358799675.594373,86
1358799675.705600,87
1358799675.816944,88
1358799675.928399,88
1358799676.039725,87
1358799676.150949,88
1358799676.262339,86
1358799676.373538,87
1358799676.484782,86
1358799676.595987,87
1358799676.707205,86
1358799676.818469,86
1358799676.929700,90
1358799677.040902,88
1358799677.152188,89
1358799677.263419,90
1358799677.374672,89
1358799677.486062,90
1358799677.597731,89
1358799677.710205,91
1358799677.822644,92
1358799677.936252,90
1358799678.048299,91
1358799678.160470,90
1358799678.272814,91
1358799678.384368,90
1358799678.495681,91
1358799678.607869,90
1358799678.719982,91
1358799678.832639,90
1358799678.944224,90
1358799679.055688,91
1358799679.166879,90
1358799679.278297,91
1358799679.390082,91
1358799679.502355,92
1358799679.619359,91
1358799679.732047,91
1358799679.843851,91
1358799679.955423,93
1358799680.068167,92
1358799680.180121,92
1358799680.291558,93
1358799680.402729,92
1358799680.514023,93
1358799680.626158,92
1358799680.737570,94
1358799680.848933,94
1358799680.960145,93
1358799681.071292,96
1358799681.182428,94
1358799681.293858,95
1358799681.405156,94
1358799681.516457,95
1358799681.627836,96
